care_p,care_sent,fairness_p,fairness_sent,loyalty_p,loyalty_sent,authority_p,authority_sent,sanctity_p,sanctity_sent,emfd_hits,word_count,complaint_id
0.027096726322813916,-0.16011358120742636,0.03228825702360772,-0.0749545436643917,0.025467176726206874,-0.05795383244729019,0.023013146880308775,-0.09160819893285405,0.023671319640278757,-0.10627542937717938,68,235,4075410
0.024908100843659735,-0.1192983700083428,0.02538682883548678,-0.03162861842349776,0.020845810381994255,-0.035779570922151185,0.0196334987782029,-0.05643771994765872,0.017687244692544152,-0.08814381159427435,65,262,9311936
0.035055976185119596,-0.12064099371166814,0.04097718429608561,-0.05607954858976639,0.02897221968039444,-0.05134437232665257,0.023976155570615148,-0.11957383413322728,0.027398975010341338,-0.09213702621968695,68,234,7072668
0.028799626321770744,-0.06980870017069127,0.030863810533641466,-0.05156129779847305,0.026405135762713458,-0.04309667855160415,0.025136521735119856,-0.07171444143918079,0.021636820263009438,-0.06944457209416473,33,121,2823126
0.023745193079614157,-0.07428366153566734,0.032995766653459324,-0.017763096056445816,0.022390760113310065,-0.0047765106234631295,0.025036343152455953,-0.044682164095110825,0.018249956346724487,-0.07234865800100951,84,320,5839138
0.027336781842095974,-0.07311867051694801,0.03111583561904501,-0.011158174048675772,0.023295145985580783,0.02548475265336473,0.022690676668753625,0.02515265461552031,0.018929181378466643,-0.00468859369878989,116,417,1578829
0.026173109601258397,-0.0971315242414362,0.02848462815315956,0.008492947592683386,0.025381023049333946,-0.0006994831388485857,0.026050946348032584,-0.07552641503917049,0.020223882642934482,-0.04101227465501823,88,344,3783870
0.02907081959058809,-0.07873618615667152,0.03210806176613743,-0.0216075127554094,0.02391302895072488,-0.010966644667703782,0.028608988937543798,-0.0484132785705922,0.02303862671801597,-0.0682793740465549,45,148,3894493
0.025528551493002514,-0.115547329536462,0.029421232685457974,-0.047887485019982294,0.02244517607731165,-0.07194684636012585,0.02335951142727049,-0.0782135422376231,0.017571061239007965,-0.11039258547586972,82,328,4190951
0.02653619576066823,-0.0966417433066667,0.030801736384209195,-0.032255413581692066,0.02120860179302209,-0.04684320777660122,0.025842575873647182,-0.04054691488274639,0.01985605955308677,-0.09499073939016674,119,473,12073209
0.024359091666627128,-0.12324966900176046,0.030448652951505447,-0.07532246035683508,0.022303962340089488,-0.03286025283456566,0.022207128123473988,-0.03774792467444552,0.017307153683488213,-0.12355359762034111,83,315,1650340
0.024380722562743158,-0.11147938765290001,0.02862175469066903,-0.0760091873210792,0.020230479072685804,0.017191555770978702,0.021424781554836868,-0.03894812821544987,0.015422127129844556,-0.05974861763967486,79,312,2441024
0.028150237196576142,-0.09382717667772408,0.034999210190844475,0.038359273284990975,0.026859186734818418,-0.061300305611218256,0.019026066635830983,-0.09255490577052294,0.01963572492446657,-0.08154533544522605,16,69,3134114
0.0297353304328482,-0.10742565051704384,0.03174940623953052,-0.04523055657932837,0.02578026148765433,-0.01751312452042999,0.024287212090421374,-0.07436600949952411,0.018603545910475677,-0.07127965291910086,114,437,6375919
0.020387455553927274,-0.13497124823761808,0.02608906466335244,-0.049933077687894296,0.020456487906182486,-0.024802609321291934,0.020576177809574294,-0.05155339760051411,0.014756770877523159,-0.0435017196637523,82,346,14525613
0.02883930392323365,-0.11567167935530802,0.0334379082986001,-0.012873327531980675,0.023870620652351734,-0.04698198376025182,0.02362704006575009,-0.06845482202598716,0.01891703859955357,-0.07274574448760797,443,1672,6767643
0.020449054163069254,-0.12195494855652517,0.02553831912073733,-0.04374195249791816,0.024248353212352605,-0.005907339146972177,0.022628385769424764,0.0221353103950701,0.01796192592346885,-0.05339882910774586,41,163,15349565
0.03186852409253423,-0.05284285158667318,0.03654489437088426,-0.02916472255905856,0.030281058878670795,0.021036924994595363,0.02683372944229794,-0.02734742580106385,0.02125374909597854,-0.06903664660749548,36,115,12133395
0.02543559306862832,-0.1775058821653245,0.02837692866548825,-0.049651753263567085,0.020920360239778373,-0.08028765301778118,0.02106671353486628,-0.10166022963839307,0.017072017332123494,-0.05852217049461729,36,153,2955745
0.02452345154214451,-0.11277374779730454,0.0294983113543858,-0.030232630103145926,0.02238298738005523,0.008138135767788367,0.02071294396393976,-0.061076595186536284,0.017770155677778506,-0.05964644985052996,37,146,4374587
0.0189934195871593,-0.12268017302269532,0.023282260890735887,-0.03946575586628998,0.01773625910552931,-0.05639150164511373,0.01582829812856832,-0.07413283327658703,0.013131142888577184,-0.06645158843137672,24,111,2131823
0.018873737799555965,-0.10720417245185627,0.025220800189630996,-0.04009876413228447,0.016635723741141483,-0.04463169923173176,0.01677008701451413,-0.05592479567318956,0.015061604519424026,-0.09302403381229292,75,361,2156302
